sentence,threat
note select a filter set update the folder list to display the folder that be associate with the select filter set  ,0
to add a folder a next to folder click add folder the add folder dialog box open ,0
note if you have create folder in other filter set the add new folder to filter set dialog box open ,0
click create new ,0
b type a unique name for the new folder and then select a folder color ,0
c click ok ,0
the folder be add to the bottom of the folder list ,1
in the description box type a description for the new folder  ,0
to change the tab position of the folder on the issue view drag the folder up or down in the folder list ,0
the top position be on the left and the bottom position be on the right  ,1
to put all issue that do not match a folder filter into this folder select the default folder check ,0
click ok ,0
the folder be display as a tab with the other folder ,0
if you select default all issue that do not match a folder filter be display ,0
the new folder be add to the issue template for the audit project ,0
hpe security fortify audit workbench  page of user guide chapter scan result note to display issue in this folder create a folder filter that target the new folder ,1
for more information see create a filter from the issue view on page and create a filter from the issue auditing view on page ,0
add a folder to a filter set this section describe how to enable an exist folder in a filter set ,0
create a new folder that appear only in the select filter set use the instruction in create a folder on the previous page ,0
to display issue in this folder create a folder filter that target the new folder ,0
to add a folder to a filter set ,0
select tool project configuration ,0
the project configuration dialog box open  ,0
click the folder tab  ,0
click the filter set list to select the filter set to which you want to add a folder ,0
the folder list display the folder in the select filter set  ,0
next to folder click add folder the add new folder to filter set dialog box open ,0
note if the select filter set already include all exist folder the create folder dialog box open and you can create a new folder for the select filter set  ,0
select the folder to add to the select filter set and then click select  ,0
click ok ,0
the folder be display as a tab along with the other folder ,0
rename a folder you can rename a folder ,0
modify the name of a folder be a global change reflect in all filter set ,0
to rename a folder ,0
select tool project configuration  ,0
click the folder tab  ,0
select the folder in the folder list ,0
in the filter set list select all folder ,0
the folder property be display on the right  ,0
type the new name for the folder ,0
the folder name change in the folder list as you type  ,0
click ok ,0
the new folder name display on the tab ,0
hpe security fortify audit workbench  page of user guide chapter scan result remove a folder you can remove a folder from a filter set without remove it from other filter set  to remove a folder ,1
select tool project configuration  ,0
click the folder tab  ,0
select a filter set from the filter set list ,0
the folder list display the folder in the select filter set  ,0
select the folder and then next to folder click delete folder note the folder be remove only from the select filter set ,0
if the folder be a target of a folder filter the conflict occur remove folder dialog box open ,0
do one of the follow a to target the filter to a different folder select a folder from the retarget the filter list and then click retarget filter ,0
b to delete the filter click delete filter and then click yes to confirm the deletion  ,0
click ok to close the project configuration dialog box ,0
the folder be no long display as a tab in the issue view ,0
configure custom tag for audit to audit code in fortify software security center the security team examine project scan result fpr and assign value to custom tag associate with application version issue ,0
the development team can then use these tag value to determine which issue to address and in what order ,0
hpe security fortify audit workbench  page of user guide chapter scan result the analysis tag be provide by default ,1
the analysis tag be a list type tag and have the follow valid value not an issue reliability issue bad practice suspicious and exploitable ,0
you can modify the analysis tag attribute change the tag value or add new value base on your auditing need ,0
to refine your auditing process you can define your own custom tag ,0
you can create the follow type of custom tag list decimal string and date ,0
for example you could create a list type custom tag to track the sign off process for an issue ,0
after a developer audits his own issue a security expert can review those same issue and mark each as approve or not approve ,0
you can also define custom tag from fortify software security center either directly with issue template upload through fortify software security center or from audit workbench through issue template in fpr file ,0
note although you can add new custom tag from audit workbench as you audit a project if these custom tag be not define in fortify software security center for the issue template associate with the application version then the new tag be lose if you upload the fpr file to fortify software security center ,0
you can add the follow attribute to your custom tag l extensible this enable user to create a new value while audit even without the permission to manage custom tag ,1
l restrict this restrict who can set the tag value on an issue ,0
administrator security lead and manager have permission to audit restrict tag ,0
l hide fortify software security center only use this setting to hide a tag from an application version or issue template ,0
after you define a custom tag it be display below the analysis tag which enable you to specify value as they relate to specific issue ,0
custom tag be also available in other area of the interface such as in the group by list as a way to group issue in a folder in the search field as a search modifier similarly available as a modifier for filter and in the project summary graph as an attribute by which to graphically sort issue  add a custom tag you can create custom tag to use in auditing result ,1
custom tag be project wide and be save as part of an issue template ,0
to add a custom tag ,0
select tool project configuration  ,0
select the custom tag tab ,0
hpe security fortify audit workbench  page of user guide chapter scan result ,1
next to tag click add tag note if you previously delete tag these be list and you can re enable they ,0
to create a new tag click create new ,0
the add new tag dialog box open ,0
in the name box type a name for the new tag ,0
important make sure that the name you specify for a custom tag be not a database reserve word  ,0
from the type list select one of the follow tag type l list accept selection from a list of value that you specify for the tag l date accept a calendar date l decimal accept a number with a precision of up to up to decimal place l text accept a string with up to character html xml tag and newline be not allow ,0
click ok ,0
the tag list now include the new tag  ,0
configure any or all of the follow optional tag setting l to allow user to add new value for a list type tag in an audit leave the extensible check box select ,1
hpe security fortify audit workbench  page of user guide chapter scan result l to allow only administrator security lead and manager to set this tag on an issue select the restrict check box ,1
l enter a description of the custom tag in the description box  l for a list type tag from the default value list select the default value for the tag ,0
if you do not specify a default value the default be null ,0
to add a value for a list type tag do the follow a from the tag list select the tag name ,0
next to value click add value d enter a description of the value in the description box ,0
e repeat step a through d for each additional value require for the new tag ,0
in the enter value dialog box type a value and then click ok  ,0
to make this custom tag the primary tag note you can only set a list type tag as a primary tag  a click set primary tag ,0
b select the custom tag from the primary tag list and then click ok ,0
the primary tag determine the audit status for each issue as well as the audit icon in the issue view ,0
by default the primary tag be analysis ,0
the summary tab in the issue auditing view now display the new tag and its default value if you assign one ,0
delete a custom tag if you delete a custom tag it be no long available on the issue auditing view s summary tab or as a search or filter option ,1
to delete a custom tag ,0
select tool project configuration ,0
the project configuration dialog box open  ,0
click the custom tag tab  ,0
select the tag from the tag list  ,0
next to tag click delete tag ,0
click ok ,0
if you delete a tag that have an associated filter you be prompt to delete the filter ,0
hpe security fortify audit workbench  page of click yes  version click no  o to upload the custom tag to the global pool without assign they to the application o to prevent upload the custom tag to fortify software security center click cancel ,0
l if the issue template do not exist on fortify software security center o to upload the custom tag to the global pool only on fortify software security center click user guide chapter scan result commit custom tag to fortify software security center to commit custom tag to fortify software security center ,1
with an audit project open select tool project configuration  ,0
select the custom tag tab  ,0
click commit ,0
if prompt enter your fortify software security center credential ,0
the custom tag upload dialog box open  ,0
do one of the follow l if the issue template and the application version already exist on fortify software security center o to upload the custom tag to the global pool and assign they to the application version o to prevent upload the custom tag to fortify software security center click no ,0
synchronize custom tag with fortify software security center to synchronize custom tag for an audit project that have be upload to fortify software security center  ,0
select tool project configuration  ,0
select the custom tag tab  ,0
select the custom tag  ,0
click synchronize ,0
if require enter your fortify software security center credential ,0
the custom tag download dialog box open ,0
if the application version and the issue template both exist on fortify software security center select either application version or issue template to specify from where to download the custom tag  ,1
to download custom tag from the issue template click yes ,0
hpe security fortify audit workbench  page of user guide chapter scan result issue template sharing once an issue template be associate with an audit project all change make to that template such as the addition of folder custom tag filter set or filter apply to the audit project ,1
the issue template be store in the fpr when the audit project be save ,0
for information about how to associate the issue template with an audit project see import an issue template below ,0
with issue template you can use the same project setting for another project ,0
export an issue template export an issue template create a file that contain the filter set folder and custom tag for the current project ,0
after you export an issue template you can import it into another audit project file  to export an issue template ,0
select tool project configuration  ,0
click the filter set tab  ,0
click export ,0
the select a template file location dialog box open  ,0
browse to the location where you want to save the file  ,0
type a file name without an extension  ,0
click save ,0
the current template setting be save to an xml file ,0
import an issue template import an issue template overwrite the audit project configuration setting ,0
the local filter set and custom tag be replace with the filter set and custom tag in the issue template ,0
to import an issue template ,0
select tool project configuration  ,0
click the filter set tab  ,0
click import ,0
the locate template file dialog box open  ,0
select the issue template file to import  ,0
click open ,0
the filter set custom folder and custom tag be update ,0
note you can also click reset to default to return the setting to the default issue template ,0
hpe security fortify audit workbench  page of user guide chapter scan result synchronize filter set and folder to download filter set and folder configure from fortify software security center ,1
select tool project configuration  ,0
click the filter set tab  ,0
click synchronize ,0
a message advise you that download filter set and folder from fortify software security center overwrite your local filter set and folder  ,0
to proceed with the synchronization click yes ,0
if require provide your fortify software security center credential and then click ok  if the current issue template do not exist on fortify software security center do the following in the issue template column select an issue template name ,0
b click,0
ok  audit workbench download the filter set and folder from the select issue template on fortify software security center and overwrite your current issue template ,0
commit filter set and folder if you want to upload filter set and folder to an issue template on fortify software security center do the following ,0
select tool project configuration  ,0
click the filter set tab  ,0
select the filter set from the list  ,0
click commit ,0
if require provide your fortify software security center credential ,0
the update exist issue template or add issue template dialog box open depend on whether the issue template already exist in fortify software security center ,0
hpe security fortify audit workbench  page of user guide chapter scan result ,1
do one of the follow a to upload filter set and folder to the issue template click yes ,0
b to add the issue template that contain the current set of custom tag to fortify software security center click yes ,0
advanced configuration this section contain the follow topic l integrate with a bug tracker application below l public apis below l penetration test schema below integrate with a bug tracker application audit workbench provide a plugin interface to integrate with bug tracker application ,0
this enable you to file bug directly from audit workbench ,0
for a list of support bug tracker application see the hpe security fortify software system requirement document ,0
to select the plugin to use ,0
open an audit project  ,0
select tool select bugtracker ,0
if instal with fortify sca and application example source code for bug tracker plugin be available in sca install dir sample advanced bugtrackerplugin bugtracker where bugtracker be the name of the bug tracker application ,0
to write your own plugin see the instruction in the readme text file which be locate in each bug tracker directory ,0
information about the api be include in the javadoc locate in sca install dir sample advance javadoc public api indexhtml ,0
public apis hpe security fortify publish public apis so that you can create custom third party parser for pent tool and service that be not include in the default distribution ,0
the apis be locate in fortify public jar and you can use they to compile your custom parser ,0
penetration test schema hpe security fortify also provide a generic penetration test schema pentestimportxsd that you can view in sca install dir core config schemas ,0
this provide another option for import additional pent result ,0
instead of create a custom parser for your tool or service you can translate the result into the fortify generic format use xslt or a similar technology ,0
you can then open or merge these translate result automatically similar to the build in parser ,0
see third party penetration result on page for more information ,0
hpe security fortify audit workbench  page of chapter auditing analysis result when fortify static code analyzer scan application source code its discovery be present as potential vulnerability rather than actual vulnerability ,0
every application be unique and all functionality run within a particular context understand well by the development team ,0
no technology can fully determine whether a suspect behavior can be consider a vulnerability without direct developer confirmation ,0
for example fortify static code analyzer might discover that a web page design to display datum to the user for example a financial transaction record page appear to allow any authenticated user to request any datum with no check of view permission ,1
whether or not this behavior be consider a vulnerability depend entirely on the intend design of the application ,0
if the application be suppose to allow any user to see all datum then the auditor can mark the discovery as a non issue otherwise the auditor can mark the issue as a vulnerability for the team to address ,1
the topic in this section provide information about how to audit scan result open in audit workbench ,0
this section contain the follow topic work with audit project evaluate issue submit an issue as a bug correlation justification third party penetration result work with audit project after you scan a project you can audit the analysis result ,0
you can also audit the result of a collaborative audit from fortify software security center ,0
open an audit project to open an audit project ,0
start audit workbench  ,0
select file open project ,0
the select audit project dialog box open  ,0
browse to and select the fpr file and then click open ,0
open audit project without the default filter set if you open an audit project that do not contain the filter set specify as the default filter set for new project by default this be the quick view filter set a message be display to inform you that the filter hpe security fortify audit workbench ,0
page of user guide chapter auditing analysis result set be not available in the audit project s issue template ,1
the default filter set from the template be load at startup regardless of the setting ,0
this would also happen for example with any fpr file download from the fortify on demand server  to resolve this do one of the follow l to apply the default filter set from the current issue template click cancel ,0
l to update the issue template for the project click update issue template ,0
after you select update issue template some of the filter set that be available before the update for example developer view and critical exposure be no long available ,0
a warning be display to let you know that the update can not be undo ,0
l to ensure that the default filter set for the project be never overridden click never override default filter set ,0
perform a collaborative audit you can audit a project on fortify software security center collaboratively with other fortify software security center user ,1
to start a collaborative audit ,0
start audit workbench ,0
if you already have an audit project open close it ,0
under open collaborative audit click sign in  ,0
type your fortify software security center logon credential ,0
audit workbench display a list of application that you have permission to access  ,0
select an application version to audit ,0
to quickly find an application version type the name or partial name of an application in the search box ,1
the search be case insensitive ,1
to clear the search result clear the search box ,1
if necessary click refresh to update the list of application on fortify software security center ,0
the audit project file be download from fortify software security center and open in audit workbench  ,0
audit the project as describe in evaluate issue on page  ,0
when you have complete the audit select tool upload audit project ,0
note if necessary you can refresh your fortify software security center audit permission setting ,0
hpe security fortify audit workbench  page of user guide chapter auditing analysis result see refreshing permission from fortify software security center below ,1
refreshing permission from fortify software security center the security content administrator assign role to user that determine the action they can perform in fortify software security center ,1
when you work on a collaborative audit and the administrator change your auditing permission you might need to refresh the permission in audit workbench ,0
to refresh your permission from fortify software security center ,0
select option option  ,0
click refresh permission for the current audit  ,0
click ok  in the left panel select server configuration ,0
merge audit datum audit datum be the custom tag and comment that be add to an issue ,0
you can merge the audit datum for your project with audit datum from another result file ,0
comment be merge into a chronological list and custom tag value be update ,0
if custom tag value conflict if the same tag be set to different value for a give issue audit workbench prompt you to resolve the conflict  note issue be not merge ,0
merge result include only the issue find in the late scan ,0
issue uncover in the old scan that be not uncover in the late scan be mark as remove and be hide by default ,0
make sure that the project you merge contain the same analysis information ,0
that be make sure that the scan be perform on the same source code no miss library or file the fortify static code analyzer setting be the same and the scan be perform use the same security content ,0
to merge project ,0
open a project in audit workbench  ,0
select tool merge audit project  ,0
select an audit project fpr file and then click open ,0
the progress information dialog box open ,0
when complete the merge dialog box open  note after you select an fpr audit workbench might prompt you to choose between the issue template in the current fpr and the issue template in the fpr you be merge in  ,0
click yes to confirm the number of issue add or remove from the file ,0
note if the scan be identical no issue be add or remove ,0
the project now contain all audit datum from both result file ,1
hpe security fortify audit workbench  page of user guide chapter auditing analysis result merge audit datum use the command line utility you can also use the fprutility command line utility to merge audit datum ,1
this utility enable you to merge an audited project verify the signature of the fpr or migrate early fpr file to the current format ,0
for more information about how to use this utility see the hpe security fortify static code analyzer user guide  migration for fortify static code analyzer version x project occur automatically with the merge action ,1
merging combine all analysis information resolve conflict use the value set in the primary project ,0
the merge produce an output project file that contain the analysis information from the primary project ,0
the signature action print the full signature information ,0
exit code be use to relay the validity of the signature ,0
additional metadata each issue in audit workbench contain additional metadata that be not produce by hpe s internal analyzer ,0
example include alternative category for example owasp cwe wasc and prioritization value that be use in the default filter for example impact accuracy probability ,0
you can view the metadata attribute through the standard grouping and search mechanism ,1
if you open an old fpr that do not contain metadata value the metadata value for the issue be retrieve from legacy mapping file ,0
these legacy mapping file exist in the sca install dir core config legacymapping directory and be index by either issue category or issue category and analyzer ,0
the legacy mapping file be access as need so each issue in your project must always have metadata value whether those value come from the fpr the legacy mapping file or a combination of the two ,0
upload audit result to fortify software security center when you work on a collaborative audit and the project be download from fortify software security center audit workbench retain the application version for the audit project ,0
if you want to upload the audit project to a different application version you need to disconnect the audit project from fortify software security center before you upload the result ,0
to disconnect the current audit project from fortify software security center select option option click server configuration and then click disconnect the current audit ,0
to upload result to fortify software security center ,0
select tool upload audit project ,0
if prompt enter your fortify software security center credential  if the audit project be not already associate with an application version select an application version and then click ok  note if you see a message that the application version be not commit or do not exist this hpe security fortify audit workbench ,0
page of user guide chapter auditing analysis result indicate that you open an audit project that be previously associate with an application version that do not exist on the fortify software security center to which fortify audit workbench be currently connect ,1
disconnect the audit project from fortify software security center as describe previously in this section ,0
a message notifie you when the upload be complete  ,0
click ok  update you make to issue include comment and tag value for tag that already exist for the application version on fortify software security center be upload ,0
note if you create any custom tag or filter set for your project s issue template you must first commit they to fortify software security center before you upload the project so that information be also upload ,0
see commit custom tag to fortify software security center on page and commit filter set and folder on page for more information ,0
evaluate issue to evaluate and assign audit value to an issue or group of issue ,0
select the issue or group of issue in the issue view ,0
for information about the issue view see about view scan result on page ,0
in the issue auditing view read the abstract on the summary tab ,0
this abstract provide high level information about the issue such as the analyzer that find the issue ,0
for example command injection input validation and representation dataflow indicate that this issue detect by the dataflow analyzer be a command injection issue in the input validation and representation kingdom  ,0
click the more information link to get more detail about the issue  ,0
on the summary tab specify an analysis value for the issue to represent your evaluation  ,0
specify value for any custom tag as require by your organization ,0
for text type custom tag you can click edit text accept up to character html xml tag and newline be not allow ,0
to see and edit long text string ,0
this tag for date type custom tag you can click if the audit result have be submit to audit assistant in fortify software security center then you can specify whether to include or exclude the issue from audit assistant training from the aa training list  to select a date from a calendar ,0
note if you select a different value for analysis than the aa prediction value set by audit assistant and you select include from the aa training list then the next time the datum be submit to audit assistant it update the information use to predict whether or not an issue represent a true vulnerability ,0
for more information about audit assistant see the hpe security fortify software security center user guide  ,1
optional in the comment box type comment relevant to the issue and your evaluation ,0
hpe security fortify audit workbench  page of user guide chapter auditing analysis result perform quick audits as you audit issue you can use a keyboard combination to assign an analysis value to multiple select issue ,1
to assign an analysis value to multiple issue simultaneously in the issue view select the issue to which you want to assign the same analysis value  ,0
press ctrl shift a cmd shift a on macos ,0
note do not hold this keyboard combination in the next step  ,0
press one of the follow number key l to assign not an issue press l to assign reliability issue press l to assign bad practice press l to assign suspicious press l to assign exploitable press l to assign a custom analysis value configure for your organization press the number that correspond to its position in the analysis list on the summary tab ,0
shortcut be provide for only the first ten value in the analysis list ,0
to assign the tenth value in the list you press ctrl shift a and then press ,0
if no value be list for the key you press no value be assign ,0
perform quick audits for custom tag instead of use the analysis tag for quick audits you can use a custom tag your organization have create ,0
to use a custom tag for quick audits ,0
select option option ,0
in the left panel select audit configuration and then click the configuration tab on the right  ,0
under quick audit preference from the attribute to use for quick action audit list select a custom tag ,0
note only list type tag be available to use for quick audits ,0
if no custom tag have be create the list only include the analysis tag  ,0
click ok ,0
the keyboard shortcut function just as it do for the analysis tag value ,0
shortcut be provide for only the first ten value in the list of custom tag value ,0
to assign the tenth value in the list you press ctrl shift a and then press ,0
if there be no value in the list for the key you press no value be assign ,0
hpe security fortify audit workbench  page of user guide chapter auditing analysis result for information about custom tag see configure custom tag for audit on page ,1
add screen capture to issue you can attach a screen shot or other image to an issue ,0
attach image be store in the fpr file and can be access from fortify software security center ,0
the follow image format be support l gif l jpg l png to add an image to an issue ,0
select the issue  ,0
click add ,0
in the issue audit panel click the screenshot tab ,0
the new screenshot dialog box open  ,0
browse to and select the image file  ,0
optional in the description box type a description  ,0
click add ,0
view image after you add an image to an issue the image be display on the right side of the screenshot tab  to view a full size version and complete description of an image add to an issue in the issue audit panel click the screenshot tab ,0
in the list click an image to view  ,0
click preview ,0
create issue for undetected vulnerability add undetected issue that you want to identify as issue to the issue list ,0
you can audit manually configure issue on the summary tab just as you do other issue  to create an issue ,0
select the object in the line of code in the source code view  ,0
right click the line that contain the issue and then select create new issue ,0
the create new issue dialog box open  ,0
select the issue category and then click ok ,0
the issue list display the file name and source code line number for the new issue next to a blue icon ,0
the rule information in the summary tab include custom issue ,0
you can edit the issue to include audit information just as you can other issue ,0
hpe security fortify audit workbench  page of user guide chapter auditing analysis result suppress issue you can suppress issue that be either fix or that you do not plan to fix  to suppress an issue do one of the follow l in the issue view select the issue and then on the summary tab in the issue auditing view click suppress l in the issue view right click the issue and then click suppress issue ,1
note you can select and suppress multiple issue at the same time ,0
suppression mark the issue and all future discovery of this issue as suppress ,0
as such it be a semi permanent marking of a vulnerability ,0
to display issue that have be suppress select option show suppress issue ,0
to unsuppress an issue first display the suppress issue and then do one of the follow l in the issue view select the suppress issue and then on the summary tab in the issue auditing view click unsuppress hpe security fortify audit workbench  page of user guide chapter auditing analysis result l right click the issue in the issue view and then select unsuppress issue ,1
note you can select and unsuppress multiple issue at the same time ,0
submit an issue as a bug you can submit issue to your bug tracker application if integration between the application have be configure ,0
to submit an issue as a bug ,0
select the issue in the issue view and then on the summary tab click file bug when you submit a bug for first time the configure bugtracker integration dialog box open ,0
for information about configure the plugin with bug tracker application see integrate with a bug tracker application on page ,0
select a bug tracker application and then click select the file bug dialog box open  ,0
specify all require value and review the issue description ,0
depend on the integration and your bug tracker application the value include item such as the bug tracker application url product name severity level summary and version  ,0
click submit ,0
you must already be log on before you can file a bug through the user interface for bug tracker application that require a logon ,1
the issue be submit as a bug in the bug tracker application ,0
if you use fortify software security center you can submit an issue as a bug use a bug tracker application configure through fortify software security center ,0
to submit an issue as a bug through the fortify software security center ,0
select the issue in the issue view and then on the issue summary tab click the file bug icon ,0
when you submit a bug for first time the configure bugtracker integration dialog box open ,0
select fortify software security center and then click ok  ,0
specify the value if change be need and review the issue description ,0
depend on the integration and your bug tracker application the value include item such as the bug tracker application url product name severity level summary and version  ,0
click submit ,0
if your bug tracker application require you to log on you must do so before you can file a bug through that interface ,0
correlation justification a correlation occur when an issue uncover by one analyzer fortify webinspect agent fortify static code analyzer or fortify webinspect be relate directly or indirectly to an issue uncover by another analyzer ,0
correlate event help you identify issue that have a high probability of be exploit ,0
a vulnerability that be link to other vulnerability might represent an issue that have multiple point of hpe security fortify audit workbench  page of user guide chapter auditing analysis result entry ,1
for example if fortify webinspect scan result be correlate with fortify static code analyzer scan result this increase the likelihood that the associate fortify static code analyzer issue be exploitable ,0
audit workbench provide additional information to help you resolve these correlate issue and mitigate the risk they present ,0
in audit workbench this additional information be present as correlation justification ,0
use correlation justification to use correlation justification in the issue view select a correlate issue ,0
a correlate issue be identify in the issue list by a blue sphere on the issue icon as show below ,0
in the issue auditing view click the correlate issue tab ,0
the issue auditing view list the other issue that be correlate with the issue you first select ,0
hpe security fortify audit workbench  page of user guide chapter auditing analysis result because you first select a correlate issue the view correlation button be available  ,1
click view correlation ,0
the correlation justification dialog box open and display the follow three panel l the correlate issue tree on the left display all correlate issue within a correlate group sort base on analyzer ,0
l the relationship panel at the top right display the correlation chain between issue ,0
the chain describe any indirect or direct relationship between the two select issue ,0
l the panel at the bottom,1
right describe each correlation rule in the correlation chain display hpe security fortify audit workbench ,0
page of user guide chapter auditing analysis result in the relationship panel ,1
to select two issue press ctrl and then click each issue ,0
the relationship panel display the two issue and their relationship ,0
hpe security fortify audit workbench  page of user guide chapter auditing analysis result ,1
to inspect the attribute that correlate the issue move your cursor to each link in the relationship panel  ,0
click ok  use correlation justification to gain insight into code vulnerability and understand why certain issue be correlate ,0
this can help to reduce the time it take to remediate the issue ,0
third party penetration result fortify software includes build in parser for the follow penetration test pentest tool and service l fortify webinspect l ibm appscan l application security inc  appdetective l white hat hpe security fortify audit workbench ,0
page of user guide chapter auditing analysis result each of these tool and service produce result in an xml file format ,1
the build in parser take in a pent result file as input and dynamically create fortify issue ,0
the parser be automatically invoke when you open up a pent result file on its own or in the context of an fpr file ,0
when you merge a pent result file into an fpr the pent result be persist in the fpr file during a save ,0
view penetration test result pentest issue have an analyzer attribute equal to pentest and an analysis type attribute that reflect the tool or service for instance fortify webinspect issue have the webinspect analysis type ,0
you can view these attribute through the standard grouping and search mechanism ,1
after you select a pent issue audit workbench display the penetration test detail on the pent detail tab ,0
the follow table list the penetration test detail ,0
pent detail description referer method url minus the context and parameter  referrer header in the request ,0
either get or post  parameter parameter include in the http query ,0
cookie cookie include in the http query  attack type type of pent attack conduct url parameter header or cookie  attack payload part of the request that cause the vulnerability ,0
trigger part of the response that show that a vulnerability occur ,0
to view the full response click the question mark icon next to the trigger ,0
hpe security fortify audit workbench  page of chapter audit workbench report audit workbench provide two type of report l report base on the business intelligence and report technology birt system l legacy report base on user configurable report template this section contain the follow topic birt report generate birt report legacy report and template birt report you can generate birt report from audit workbench or from the command line ,1
for information on how to generate birt report from the command line see the hpe security fortify static code analyzer user guide ,1
the follow table describe the birt report available ,0
report template description cwe sans top this report detail finding relate to the cwe san top most dangerous programming error uncover and provide information about where and how to address the finding ,0
developer workbook disa stig this report which be target at project manager and developer contain all of the information need to understand and fix issue discover during an audit ,0
this report address disa compliance stig violation it include information about where and how to fix the issue and describe the technical risk pose by unremediated violation ,0
the report also include an estimate of the effort require to fix verify and test the finding ,0
fisma compliance this report address fisma compliance through fip violation detect ,0
it provide information about where and how to fix the issue and describe the technical risk pose by unremediated violation ,0
the report also include an estimate of the effort require to fix verify and test the finding ,0
owasp mobile this report detail the top ten owasp mobile relate finding ,0
it provide information on where and how to fix specific issue and describe the technical risk pose by the unremediated finding ,0
the report also provide estimate of the effort require to fix verify and test the finding ,0
hpe security fortify audit workbench  page of user guide chapter audit workbench report report template description owasp top pci dss compliance application security requirement this report detail the top ten owasp relate finding ,1
it provide information about where and how to fix the issue and describe the technical risk pose by unremediated violation ,0
the report also provide estimate of the effort require to fix verify and test the finding ,0
this report summarize the application security portion of pci dss ,0
it include test for application security relate requirement across section and of pci dss and report whether each requirement be either in place or not in place ,0
generate birt report to generate a birt report ,0
select tool generate birt report ,0
the generate report dialog box open ,0
hpe security fortify audit workbench  page of user guide chapter audit workbench report ,1
from the report template menu select the type of report you want  ,0
select the information to include in the report ,0
if available for the template select the template version ,0
note not all option be available for all report type ,0
a to include description of key terminology in the report select the key terminology check b to include the about hpe security product section in the report select the about hpe security product check box  c to include detailed description of report issue select the detailed report check box ,0
d to categorize issue by fortify priority instead of folder name select the category by fortify priority check box ,0
hpe security fortify audit workbench  page of user guide chapter audit workbench report ,1
to filter information from the report click issue filter setting ,0
you can filter the issue as follow l click remove to include remove issue in the report ,0
l click suppress to include suppress issue in the report ,0
l click hide to include hide issue in the report ,0
l click collapse issue to collapse issue of the same sink and type into a single issue ,0
l click only my issue to include only issue assign to your user name ,1
l click advanced to build a search query to far filter the issue to include in the report ,1
for more information about the search modifier see search modifier on page  ,1
click the format menu to specify the format for the report pdf html doc or xls ,0
note when you open the xls file in excel you might get a warning that the file format and the file extension do not match ,0
you can safely open the file in excel  ,0
to specify an alternate location to save the report click browse and select a directory  ,0
click generate ,0
if a report with the same file name already exist you be prompt to either l click overwrite to overwrite the exist report ,0
l click append version number to have the report save to a file with a sequential number append to the file name for example buildabc cwesanstop pdf ,0
legacy report and template there be several report template which you can either modify to suit your need or use as they be ,0
each report template include several section and subsection ,0
the subsection provide charting and other datum collection and presentation option ,0
for detailed description of the report template see legacy report component on page ,0
you can generate legacy report from audit workbench or from the command line ,0
for information on how to generate legacy report from the command line see the hpe security fortify static code analyzer user guide ,1
hpe security fortify audit workbench  page of user guide chapter audit workbench report open legacy report template to open a report template ,1
select tool generate legacy report ,0
the generate report dialog box open  ,0
select a report template from the report list ,0
the generate report dialog box display the report template setting ,0
generate legacy report after you select a report template and specify report setting you generate the report to view the result ,0
you can save report result as pdf rtf and xml file ,0
hpe security fortify audit workbench  page of user guide chapter audit workbench report to run a report ,1
select tool generate legacy report  ,0
select a report template from the report list  ,0
optional make change to the report section setting  ,0
click save report ,0
the save report dialog box open  ,0
make any necessary change to the report detail include its location and format ,0
note if you save the report in rich text format rtf you can open the report in an associated application base on the setting of the comfortifymodelreporttargetenv property in the fortifypropertie configuration file ,0
